original,regular,Enhanced,Azure,AWS,Google_regular_letter,Google_Enhanced_letter,Azure_letter,AWS_letter,Google_regular_word,Google_Enhanced_word,Azure_word,AWS_word
at ey you need to own your performance nina and make sure to be proactive in communicating when you re not able to deliver on agreed upon timelines  what you think should have been done to prevent this from happening ,error you need to own your performance nina  mixture to be proactive in communicating  should have been done to prevent this from happening  ,eat why you need to own your performance  nina and make sure to be proactive in communicating when you re not able to deliver on agreed upon  timelines what you think should have been done to prevent this from happening ,and eat why you need to own your performance  nina and make sure to be proactive in communicating when you re not able to deliver on agreed upon timelines what you think should have been done to prevent this from happening ,and eat why you need to own your performance nina and make sure to be proactive in communicating when you re not able to deliver an agreed upon timelines  what you think should have been done to prevent this from happening ,74.30167597765363,92.90617848970251,96.81818181818181,96.81818181818181,52.5,95.0,95.0,92.5
nina you re still responsible for the outcome and for hitting the deadlines  what do you think you should do differently the next time when a similar situation occurs ,nina you re still responsible for the outcome and for hitting the deadlines  what do you think you should do differently  the next time when a similar situation occurs  ,nina  you re still responsible for the outcome and for hitting the deadlines what do you think you should do differently the next time when a similar situation occurs ,nina  you re still responsible for the outcome and for hitting the deadlines what do you think you should do differently the next time when a similar situation occurs ,nina you re still responsible for the outcome and for hitting the deadlines  what do you think you should do differently the next time when a similar situation occurs ,99.40476190476191,99.40119760479041,99.40119760479041,100.0,100.0,100.0,100.0,100.0
of course  you also has work from home and well being tips and i ll help you navigate these and then we can set up touch points to continue to track progress ,of course you also have work from home in mobile  ,of course  you also has work from home and well being  tips  and i ll help you navigate these  and then we can set up touch points to continue to track progress ,of course  you also has worked from home and well being tips and i ll help you navigate these and then we can set up touch points to continue to track progress ,of course  you also has worked from home and wellbeing tips  and i ll help you navigate these and then we can set up touch points to continue to track progress ,43.269230769230774,99.05956112852664,99.37106918238993,98.74213836477988,21.875,100.0,96.875,90.625
heroes thank you for spending time with me  i understand that you feel that you delivered some really good deliverables off the past few year and you think you are ready for the next level  however  i need some more details to understand how you really should make yourself different from some of your peers and some of the other people at the same level right  so i really need you to elaborate on some of the quality aspects of the deductibles that you worked on for the last year  i also need to understand more details on how you contributed towards other areas like business development building a best practices and things like that ,hero thank you for spending time with me i understand what you feel that you deliver some really good delivers off the past year  you think you re ready for the next level  however i need some more details understand how you really should make us a different some of your peers and some of the other people the same level right  so i really need you to elaborate on some of the quality aspect of the deductible that you worked on for the last year  i ll smith understand more details on how you contributed towards other areas like business development building a best practices and things like that  ,heroes  thank you for spending time with me  i understand that you feel that you deliver some really good delivers out the past year you think you re ready for the next level however  i need some more details  understand how you really should make yourself different  some of your peers and some of the other people at the same level  right so  i really need you to elaborate on some of the quality aspects of the deductibles that you worked on for the last year ask me to understand more details on how you contributed towards other areas like business development  building a best practices and things like that ,heroes  thank you for spending time with me  i understand that you feel that you deliver some really good deliveries off the past year do you think you re ready for the next level however  i need some more details  understand how you really should make yourself different  some of your peers and some of the other people at the same level  right so i really need you to elaborate on some of the quality aspects of the deductibles that you worked on for the last year ask me to understand more details on how you contributed towards other areas like business development  building a best practices and things like that ,heroes thank you for spending time with me  i understand that you feel that you deliver some really good deliveries off the past year and you think you re ready for the next level  however  i need some more details  understand how you really should make yourself different  some of your peers and some of the other people at the same level  right  so i really need you to elaborate on some of the quality aspects of the deductibles that you worked on for the last year  also need to understand more details on how you contributed towards other areas like business development building and best practices and things like that ,17.096774193548388,19.632881085395052,19.570405727923628,19.462025316455698,80.8695652173913,87.82608695652175,89.56521739130436,91.30434782608695
hi rose  i appreciate you taking the time to chat with me as well   i definitely understand that you feel you re ready to be promoted to manager  and i understand that you feel you ve done a great job on this project   let s talk a little more about you know  are your expectations versus how you ve done on the project and how you ve done in general and we ll take it from there ,hi rose i appreciate you taking the time to chat with me as well  i definitely understand that you feel you re ready to be promoted to manager  and i understand you feel you ve done a great job on this project  that s like little bit more about you know  are you expectations versus how you done the project now you ve done the general will take it from there  ,hi rose  i appreciate you taking the time to chat with me as well i definitely understand that you feel  you re ready to be promoted to manager and i understand that you feel you ve done a great job on this project it s like a little bit more about  you know are you expectations versus how you ve done in the project and how you ve done it  general will take it from there ,hi rose  i appreciate you taking the time to chat with me as well i definitely understand you feel your ready to be promoted to manager and i understand you feel you ve done a great job on this project let s talk a little bit more about you know are you expectations versus how you ve done in the project and how you ve done  in general  we ll take it from there ,hi rose  i appreciate you taking the time to chat with me as well  i definitely understand you feel you re ready to be promoted to manager and i understand you feel you ve done a great job on this project  let s talk a little bit more about  you know  our your expectations versus how you ve done in the project  how you ve done in general  we ll take it from there ,81.5114709851552,87.26790450928382,88.02153432032301,89.00804289544236,81.81818181818183,88.31168831168831,89.6103896103896,92.20779220779221
hey rose  first of all  super excited to hear that you re thinking about taking the next step and looking for promotion to make manager  so that s certainly a big milestone in your career  and so i think there s just a few things we need to discuss and so in order for me to make the best business case for you to get promoted i d like you to tell me a little bit more about why you think you deserve this promotion ,hey rose first of all super exciting that you thinking about taking the next uplift promotion make manager  pleasantly big mouth on your career  that s why i think there s just a few things we need to discuss and so in order for me to make the best business case for you to get promoted  i like you to tell me a little bit more about why you think you deserve this remote  error ,hey rose  first of all  super excited to hear that you thinking about taking the next step and look for motion to make manager so that s certainly a big mouse on your career so i think there s just a few things we need to discuss  and so  in order for me to make the best business case for you to get promoted i like you to tell me a little bit more about why you think you deserve this promotion ,hey rose  first of all  super excited that you re thinking about taking the next step and look for a motion to make manage so that s certainly a big mouse on your career and so i think there s just a few things we need to discuss  and so in order for me to make the best business case for you to get promoted i like you to tell me a little bit more about why you think you deserve this promotion ,hey rose  first of all  super excited that you re thinking about taking the next step  promotion to make manager  so that s certainly a big milestone in your career  and so i think there s just a few things we need to discuss  and so in order for me to make the best business case for you to get promoted  i d like you to tell me a little bit more about why you think you deserve this promotion ,21.88679245283019,28.044280442804425,26.84729064039409,77.92848335388409,75.29411764705883,90.58823529411765,88.23529411764706,94.11764705882352
that s very understandable  and i think all of us including myself are experiencing a lot of different things in our lives and different difficulties as a result of this pandemic  so thank you for telling me  i appreciate that ,that s very understandable  i think all of us including myself are experiencing a lot of different things in our lives  i really appreciate that  error ,that s very understandable i think all of us including myself are experiencing a lot of different things in our lives and the front of cookies  as a result of this pandemic  so thank you for telling me  i really appreciate that ,that s very understandable i think all of us  including myself  are experiencing a lot of different things in our lives and different difficulties as a result of this pandemic  so thank you for telling me  i really appreciate that ,that s very understandable  i think all of us  including myself  are experiencing a lot of different things in our lives and different difficulties as a result of this pandemic  so thank you for telling me  i really appreciate that ,75.98944591029023,80.87912087912088,89.95633187772926,90.19607843137256,60.0,92.5,97.5,97.5
yeah  but this is your job trying to figure this out  i mean stop complaining and just do it ,yeah  see your job trying to figure this out i mean stop complaining and just do it  ,yeah  butsee your job trying to figure this out for me and stop complaining and just do it ,yeah  but see your job trying to figure this out  i mean  stop complaining and just do it ,yeah  but your job trying to figure this out  i mean stop complaining and just do it ,92.13483146067416,91.30434782608695,95.08196721311475,95.50561797752809,84.21052631578947,73.68421052631578,89.47368421052632,89.47368421052632
i fully understand ryan  i think everyone is going through the same situation if it s not similar challenges  it s something different  how can i help ,i fully understand  i think i m going through the same situation if it s not somewhere challenges it s something different how can i help  error ,i fully understand i think everyone s going through the same situation if it s not similar challenges  it s something different  how can i help ,i fully understand right i think everyone is going through the same situation if it s not similar challenges  it s something different  how can i help ,i fully understand ryan  i think everyone s going through the same situation  if it s not similar challenges  it s something different  how can i help  mhm ,87.83783783783784,97.6271186440678,97.35099337748345,97.71986970684038,85.18518518518519,92.5925925925926,96.29629629629629,96.29629629629629
hi rose  thanks for meeting with me today  so i understand you d like to move up to a manager  you know  they ll tell me a little bit more about how you feel you perform in this project perhaps  you know  highlighting some of the your pranks and and then do you think there were any opportunities for you to grow or contribute in different way  ,heidel  thanks for meeting with me today so i understand you would like to move up to a manager  you know they will tell me a little bit more about how you feel you perform in this project  abs  you know highlighting some of to your pranks and and then do you think that would enable percentage for you to grow her contribution different way  ,hi rose thanks for meeting with me today  so i understand you would like to move up to manager you know  they will tell me a little bit more about how you feel you perform in this project you know  highlighting some of the your pranks and and then do you think there were any opportunities for you to grow or contribute in different way ,hi rose thanks for meeting with me today so i understand you would like to move up to a manager you know they will tell me a little bit more about how you feel you perform in this project perhaps you know  highlighting some of your pranks and and then do you think there are any opportunities for you to grow or contribute in different way ,hi does  thanks for meeting with me today  so i understand you would like to move up to a manager  you know  they will tell me a little bit more about how you feel you perform in this project  perhaps  you know  highlighting some of your pranks and and then do you think there are any opportunities for you to grow or contribute in different ways ,34.593023255813954,74.48680351906158,55.76642335766423,55.78034682080924,80.59701492537313,94.02985074626866,94.02985074626866,91.04477611940298
thanks for letting me know your your thoughts on the engagement and that you think you re ready to be promoted to manager  can you elaborate a little bit on why you think you re ready to be promoted to manager  ,thanks for letting me know your thoughts on the engagement and that you think you already to be promoted to manager  can you lower it a little bit on why you think you are ready to be promoted to manager  ,thanks for letting me know your thoughts on the engagement and that you think you are ready to be promoted to manager can you elaborate a little bit on  why you think you are ready to be promoted to manager ,thanks for letting me know your your thoughts on engagement and that you think you are ready to be promoted to manager can you elaborate a little bit on why you think you are ready to be promoted to manager ,thanks for letting me know your  your thoughts on the engagement and that you think you are ready to be promoted to manager  can you elaborate a little bit on why you think you are ready to be promoted to manager ,71.63461538461539,97.60765550239235,81.81818181818183,99.05660377358491,87.8048780487805,92.6829268292683,92.6829268292683,95.1219512195122
hi rose  great to talk with you today  thanks for setting this up  i know you re excited to get promoted to manager and that you feel like you ve done a good job in the client is happy with your deliverables and your work  can you tell me more about specifically why  ,pyro s  great talk with you today  thanks for setting sub  i know you are excited to get promoted to manager and that you feel like you have done a good job in the client is happy with your deliverables and your work  can you tell me where it was for hawaii  ,hi rose great talk with you today thanks for setting this up i know you are excited to get promoted to manager and that you feel like you have done a good job in the client is happy with your deliverables and your work can you tell me more about specifically  why ,hi rose great talk with you today thanks for setting this up i know you are excited to get promoted to manager and that you feel like you have done a good job in the client  is happy with your deliverables and your work can you tell me more about specifically why ,higher us  great talk with you today  thanks for setting this up  i know you are excited to get promoted to manager and that you feel like you have done a good job in decline is happy with your deliverables and your work  can you tell me more about specifically why ,77.03984819734345,82.70676691729322,84.21052631578947,90.63670411985018,79.24528301886792,94.33962264150944,94.33962264150944,86.79245283018868
nina  i really appreciate that you invested so much time and wanted to do a stellar job on your first engagement at the firm  but you own your performance and you own your commitment to meeting deadlines  there are a number of resources available to us all in terms of getting help asking teammates and colleagues  i d be happy to show you how to look back at some of those things  but in terms of the overall performance  we can t let this happen again  so what do you think you could take as next steps in order to prevent this from happening again ,nina i really appreciate that you invested so much time and wanted to do a stellar job on your first engagement the firm  but you own your performance and you own your commitment to meeting deadlines  there are number of resources available to us all in terms of getting help asking teammates and colleagues  i d be happy to show you how to look back on some of those things  but in terms of the overall performance we can t let this happen again  so  what do you think you could take as next steps in order to prevent this from happening again  ,nina  i really appreciate that  you invested so much time at wanted to do a stellar job on your first engagement at the firm but you own your performance and you own your commitment to meeting deadlines there are a number of resources available to us all in terms of getting help asking teammates and colleagues i d be happy to show you how to look back on some of those things but in terms of the overall performance  we can t let this happen again so what do you think you could take as next steps in order to prevent this from happening again ,nina  i really appreciate that you invested so much time and wanted to do a stellar job on your first engagement at the firm but you own your performance and you own your commitment to meeting deadlines there are a number of resources available to us all in terms of getting help  asking teammates and colleagues i d be happy to show you how to look back on some of those things but in terms of the overall performance  we can t let this happen again so what do you think you could take as next steps in order to prevent this from happening again ,nina  i really appreciate that  you invested so much time and wanted to do a stellar job on your first engagement at the firm  but you own your performance and you own your commitment to meeting deadlines  there are a number of resources available to us all in terms of getting help  asking team mates and colleagues  i d be happy to show you how to look back on some of those things  but in terms of the overall performance  we can t let this happen again  so what do you think you could take as next steps in order to prevent this from happening again ,74.7493163172288,80.94804010938924,81.23861566484517,99.36651583710407,97.14285714285714,98.09523809523809,99.04761904761905,98.09523809523809
proactively asking the right questions and getting the right training is key  you have to take ownership of your performance and development  there s a number of resources provided by ey to develop your skills  let s identify these and use them to improve your performance ,proactively asking the right questions and getting the right training is key  you have to take ownership of your performance and development  there s a number of resources provided by ey to develop your skills  what s identify these and use them to improve your performance  ,proactively asking the right questions and getting the right training is key you have to take ownership of your performance and development there s a number of resources provided by ey to develop your skills let s identify these and use them to improve your performance ,proactively asking the right questions and getting the right training is key you have to take ownership of your performance and development there s a number of resources provided by e to develop your skills let s identify these and use them to improve your performance ,proactively asking the right questions and getting the right training is key  you have to take ownership of your performance and development  there s a number of resources provided by ey  to develop your skills  let s identify these and use them to improve your performance  mhm ,77.00729927007299,76.61141804788214,67.52767527675276,67.7536231884058,97.82608695652173,100.0,97.82608695652173,100.0
at ey we offer a lot of different training  opportunities for you   you can do training modules online or connect with your peer advisor  you need to be proactive in getting the training you need when you are unclear on something  ,at me why we offer a lot of different training opportunities for you  you can do training modules online or connect with your period bizer  you need to be proactive and getting the training you need when you re unclear on something  ,anyway  we offer a lot of different training opportunities for you you can do training modules online or connect with your peer advisor you need to be proactive in getting the training you need when you re unclear on something ,that is why we offer a lot of different training opportunities for you you can do training modules online or connect with your peer advisor you need to be proactive in getting the training you need when you re unclear on something ,at ey  we offer a lot of different training opportunities for you  you can do training modules online or connect with your period visor  you need to be proactive in getting the training you need when you re unclear on something ,41.810344827586206,70.74235807860262,69.6969696969697,87.58169934640523,85.36585365853658,90.2439024390244,90.2439024390244,87.8048780487805
you said you did a good job  can you tell me what specific actions that you feel were manager level ,you said you did a good job can you tell me what specific actions that you feel her manager level  ,you said you did a good job  can you tell me what specific actions that you feel were manager level ,you said you did a good job  can you tell me what specific actions that you feel were manager level ,you said you did a good job  can you tell me what specific actions that you feel will manage your level ,97.48743718592965,100.0,100.0,76.47058823529412,95.0,100.0,100.0,85.0
i think it s good to good to hear  i m glad we have this conversation because you re thinking about a big promoted to a manager as we start working towards a plan to understand how we can help you support that case  it s also important to understand what kind of feedback you get in ,i think it s good to hear  i m glad we have this conversation because you thinking about a big promotion to manager as we start to understand  ,i think it s good to hear i m glad we are we have this conversation because you re thinking about a big promotion to a manager as we start working towards a plan  to understand how we can help support your case  it s also important to understand what kind of feedback you get in ,i think it s good to hear i  i m glad we are  we have this conversation because you re thinking about a big promotion to manager as we start working towards a plan to understand how we can help support your case  it s also important to understand what kind of feedback you get in ,i think it s good to hear  i m glad we are  we have this conversation because you re thinking about a big promotion to a manager as we start working towards a plan to understand how we can help support your case  it s also important to understand what kind of feedback you get in ,65.72769953051643,59.7864768683274,59.68028419182948,59.68028419182948,47.368421052631575,91.22807017543859,89.47368421052632,91.22807017543859
hi rose  i m glad we have a chance to talk  i understand that you feel that  you did a real good job on the client project and i d like to hear a little bit more about your contributions  and and and just how you feel that that you did a good job with the client  just you know  any feedback that you can give me about some things you heard may also  you know  i d like to talk to you a little bit more about why you believe that you re ready for promotion  i think it s important to kind of understand where you re at from your perspective so i can give you a mind perspective as well ,hi rose i m glad we have a chance to talk  i understand that you feel that  you did not have a good job on the pipeline project  ,hi rose  i m glad we have a chance to talk i understand that you feel that you did not have a grill  good job on the client project and i d like to hear a little bit more about your contributions and and and and and just how you feel that you did a good job with the client just you know any feedback that you give me about some things you all heard may also  you know  i d like to talk to you a little bit more about why you believe that  you re ready for the promotion  i think it s important to kind of understand where you are from your perspective so i can give you a mind perspective as well ,hi rose  i m glad we have a chance to talk i understand that you feel that you did not have a grill  good job on the client project and i d like to hear a little bit more about your contributions ,hi rose  i m glad we have a chance to talk  i understand that you feel that you did not have a real good job on the client project  and i d like to hear a little bit more about your contributions  mm and and and and and just how you feel that you did a good job with the client  just  you know  any feedback that you give me about  some things you all heard may also  you know  i d like to talk to you a little bit more about why you believe that you re ready for the promotion  i think it s important to kind of understand where you are from your perspective so i can give you a mind perspective as well ,32.72727272727273,72.63513513513513,46.80306905370844,83.9630562552477,20.32520325203252,95.9349593495935,31.70731707317073,96.7479674796748
hey rose  happy to talk to you today  so you said you think you re ready to promote to manager  you also say that that you think the client was happy with you working your deliverables wage  can you elaborate a little bit further on why you think you re ready to promote to manager this year ,who s happy to talk to you today  so you said you think you are ready to promote to manager  you also said that that you think the client was happy with you working you would deliver will space  can you elaborate a little bit further on why you think you are ready to promote a manager this year  ,heroes  happy to talk to you today so you said  you think you are ready to promote to manager you also say that that you think the client was happy with you  working your deliverables wage can you elaborate a little bit further on why you think you re ready to promote to manager this year ,heroes happy to talk to you today so you said you think you are ready to promote to manager you also say that that you think the client was happy with you working your deliverable swish can you elaborate a little bit further on why you think you are ready to promote to manager this year ,heroes happy to talk to you today  so you said you think you are ready to promote to manager  you also say that that you think the client was happy with you working your deliverable stage  can you elaborate a little bit further on why you think you re ready to promote to manager this year ,40.0679117147708,68.04123711340206,42.41379310344828,78.00687285223368,82.45614035087719,94.73684210526315,87.71929824561403,89.47368421052632
thank you so much for this conversation  so to be clear you re looking for promotion and you feel like you ve done the right work and the client is happy with your work home  it s important for us to focus over the next few weeks on how we re going to get you there  and also if you re ready for this change  it s going to be a tremendous amount of work  how are you prepared for the future ,thank you so much for this conversation  error to be clear you are looking for promotion and you feel like you have done that right work on the client is happy with your welcome  it s important for us to focus forward the next  few weeks on how we re going to get you this  and also if you are ready for this change  it s going to be a tremendous amount of work  how are you prepared for the future  ,thank you so much for this conversation so to be clear  you are looking for promotion and you feel like you have done the right work on the client is happy with your work home it s important for us to focus over the next few weeks on how we are going to get you there and also  if you are ready for this change it s going to be a tremendous amount of work how are you prepared for the future ,thank you so much for this conversation so to be clear  you are looking for promotion and you feel like you have done the right work on the client is happy with your work home it s important for us to focus forward the next few weeks on how we are going to get you there and also if you are ready for this change it s going to be a tremendous amount of work how are you prepared for the future ,thank you so much for this conversation  so to be clear  you are looking for promotion and you feel like you have done the right work and the client is happy with your work home  it s important for us to focus forward the next few weeks on how we are going to get you there  and also  if you are ready for this change  it s going to be a tremendous amount of work  how are you prepared for the future ,47.02907711757269,48.53128991060026,39.23566878980892,73.98989898989899,87.8048780487805,93.90243902439023,92.6829268292683,93.90243902439023
rose i understand that you did you succeeded in this this implementation the i want to question you to understand a little bit more about why you think you re ready for a promotion and what you think goes into that ,i understand that you did you succeeded in this this implementation  i want to question you to understand a little bit more about  why you think you are ready for your promotion  and what you think goes into that  ,i understand that you did you succeeded in this  this implementation the  i want to question you to understand a little bit more aboutwhy you think you are ready for your promotion and what you think goes into that ,truth  i understand that you did  you succeeded in this this implementation the i want to question do to understand a little bit more about why you think you are ready for their promotion and what you think goes into that ,truth i understand that you did  you succeeded in this this implementation that i want to question you to understand you a little bit more about why you think you are ready for your promotion and what you think goes into that ,96.03729603729604,96.74418604651163,82.83752860411899,82.99319727891157,90.2439024390244,87.8048780487805,90.2439024390244,90.2439024390244
hi rose  thank you for bringing this to my attention  so if i m hearing you right based on your performance on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work  you believe that you are up for promotion this year  can you tell me a little bit more about the other projects you ve been working on in your performance with those ,hi rose  thank you for bringing this to my attention  so if i m hearing you right  based on your performance on our last engagement  based on your belief that the client was satisfied with your deliverables and with your work  you believe that you were up for promotion this year  can you tell me a little bit more about the other projects that you ve been working on in your performance  with those  ,hi rose thank you for bringing this to my attention so  if i m hearing you  right based on your performance on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work you believe that you are up for promotion this year can you tell me a little bit more about the other projects that you ve been working on in your performance with those ,hi rose thank you for bringing this to my attention so if i m hearing you right based on your performance on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work you believe that you were up for a promotion this year can you tell me a little bit more about the other projects that you ve been working on in your performance with those,hi rose thank you for bringing this to my attention  so if i m hearing you right  based on your performance  on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work  you believe that you were up for promotion this year  can you tell me a little bit more about the other projects that you ve been working on in your performance with those ,36.93467336683417,93.31651954602775,90.79445145018916,98.61982434127981,97.2972972972973,100.0,98.64864864864865,98.64864864864865
so you think you re ready for promotion  can you tell me why you think that is ,so you think you re ready for promotion  can you tell me why you think that is  ,so  you think you re ready for a promotion can you tell me why you think that is ,so you think you re ready for promotion can you tell me why you think that is ,so you think you re ready for promotion  can you tell me why you think that is ,99.37106918238993,97.5,99.36305732484077,100.0,100.0,100.0,100.0,100.0
do you think you re ready for promotion ,do you think you re ready for promotion  ,do you think you re ready for a promotion ,do you think you re ready for a promotion ,do you think you re ready for promotion ,98.76543209876543,97.5609756097561,97.5609756097561,100.0,100.0,100.0,100.0,100.0
is all red violets are blue  i m bored of this  how about you ,is all red violets are blue  i m bored of this  how about you  ,he s all red  violets are blue i m bored of this how about you ,he s all red  violets are blue i m bored of this how about you ,it s all red violets are blue  i m bored of this  how about you ,99.2,94.39999999999999,94.39999999999999,98.4126984126984,100.0,92.85714285714286,92.85714285714286,92.85714285714286
thanks for sharing all of this information with me  can you help me understand  what areas that you think the client was really particularly happy with and what deliverables do you think you excelled in  i d like understand how these reflect your promotion to  your  manager ,thanks for sharing all of this information with me  can you help me understand  what areas do you think the client was really particularly happy with  and what deliverables do you think you excelled in  about to understand how these reflect your promotion  your manager  ,thanks for sharing all of this information with me can you help me understand what areas do you think the client was really particularly happy with and what deliverables do you think you excelled in i d like to understand how these reflect your promotion to your manager ,thanks for sharing all of this information with me can you help me understand what areas do you think the client was really particularly happy with and what deliverables do you think you excelled in i d like to understand how these reflect your promotion to your manager ,yeah  thanks for sharing all of this information with me  can you help me understand what areas do you think the client was really particularly happy with  and what deliverables do you think you excelled in  i d like to understand how these reflect your promotion to your manager ,76.55677655677655,61.53846153846154,61.53846153846154,54.054054054054056,89.36170212765957,97.87234042553192,97.87234042553192,97.87234042553192
well rose  thanks for sharing that with me  so i understand that you feel like you ve done a great job on the client site  and you feel like you re ready for that next step  can you share a little bit more with me as to why you feel like you re ready ,melrose thanks for sharing that with me  but i understand you feel  you did a great job on the client site  and you feel like you re ready for that next step  can you share a little bit more with me as to why you feel like you re ready  ,well rose  thanks for sharing that with me i understand that you feel did a great job on the client site and you feel like you re ready for that next step can you share a little bit more with me as to why you feel like you re ready ,well rose  thanks for sharing that with me well  i understand that you feel you ve done a great job on the client site and you feel like you re ready for that next step can you share a little bit more with me as to why you feel like you re ready ,well  rose  thanks for sharing that with me  well  i understand that you feel you ve done a great job on the client site and you feel you re ready for that next step  can you share a little bit more with me as to why you feel like you re ready ,12.295081967213115,37.68115942028986,36.61971830985916,25.454545454545453,87.03703703703704,90.74074074074075,96.29629629629629,94.44444444444444
thanks for letting me know  can you provide some additional information ,for letting me know  can you provide some additional information  ,thanks for letting me know can you provide some additional information ,thanks for letting me know can you provide some additional information ,thanks for letting me know  can you provide some additional information ,94.20289855072464,99.3006993006993,99.3006993006993,100.0,90.9090909090909,100.0,100.0,100.0
rose i think you ve done good work  there are a couple of milestones that you need to match to get to the next level ,rose i think you ve done good work  there are a couple of milestones that you need to match to get to the next level  ,rose  i think you ve done good work there are a couple of milestones that you need to match to get to the next level ,rose  i think you ve done good work there are a couple of milestones that you need to match to get to the next level ,rose  i think you ve done good work  there are a couple of milestones that you need to match to get to the next level ,99.57446808510639,99.14529914529915,99.14529914529915,99.57446808510639,100.0,100.0,100.0,100.0
hey rose ,hey rose  ,hey rose ,hey rose ,hey rose ,94.73684210526315,100.0,100.0,100.0,100.0,100.0,100.0,100.0
hi rose  thanks so much for meeting with me today  it s great to hear that you re doing a good job  for  the client and that they re happy with your work  it definitely sounds like you re ready to consider a promotion to manager  can you elaborate a little bit more about what that means for you  please elaborate on the qualities and skills and capabilities that you have that demonstrate your readiness for promotion ,hi rose  thanks so much for meeting with me today  it s great to hear that you re doing a good job for the client and if they re happy with your work  it definitely sounds like you re ready to consider promotion to manager  can you elaborate a little bit more about what that means for you  please elaborate on the qualities and skills and capabilities that you have  that demonstrate your readiness for promotion  ,hi rose thanks so much for meeting with me today it s great to hear that  you re doing a good job for the client and that they re happy with your work it definitely sounds like you re ready to consider a promotion to manager can you elaborate a little bit more about what that means for you please  elaborate on the qualities and skills and capabilities that you have that demonstrate your readiness for promotion ,hi rose thanks so much for meeting with me today it s great to hear that you re doing a good job for the client and that they re happy with your work it definitely sounds like you re ready to consider a promotion to manager can you elaborate a little bit more about what that means for you please elaborate on the qualities and skills and capabilities that you have that demonstrate your readiness for promotion ,hi rose thanks so much for meeting with me today  it s great to hear that you re doing a good job for the client and that they re happy with your work  it definitely sounds like you re ready to consider a promotion to manager  can you elaborate a little bit more about what that means for you  please elaborate on the qualities and skills and capabilities that you have that demonstrate your readiness for promotion ,86.810551558753,97.47899159663865,99.15764139590854,99.64071856287426,97.40259740259741,100.0,100.0,100.0
interesting  tell me more about why you are expecting to get promoted ,interesting  tell me more about why you are expecting to get promoted  ,interesting tell me more about why you are expecting to get promoted ,interesting tell me more about why you are expecting to get promoted ,interesting tell me more about why you are expecting to get promoted ,99.29078014184397,99.28057553956835,99.28057553956835,99.28057553956835,100.0,100.0,100.0,100.0
thanks for sharing this with me rose  so you think you re ready to be a manager  tell me  why do you think that is ,thanks for sharing this with me rose  so you think you re ready to be a manager  tell me  what do you think that is  ,thanks for sharing this with me rose so you think you re ready to be a manager tell me what do you think that is ,thanks for sharing this with me  rose so you think you re ready to be a manager tell me why do you think that is ,thanks for sharing this with me  rose  so you think you re ready to be a manager  tell me why do you think that is ,98.27586206896551,97.36842105263158,98.24561403508771,99.1304347826087,96.0,96.0,100.0,100.0
rose we ve enjoyed having you on the team and understand you  you know had some strong points and you know believe you you did a good job  what do you think you exchange that particularly ,cruise we have enjoyed and having you on the team and understand you  you know  had some strong points and you know believe you  qt  good job  what do you think you exchanged that particularly  ,rose  we have enjoyed and having you on the team and understand youyou know had some strong points and  you know  believe you you did a good job what do you think you exchange that particularly ,rose  we have enjoyed and having you on the team and understand you you know had some strong points and you know  believe you you did a good job what do you think you exchange that particularly ,rules we have enjoyed and having you on the team and understand you  you know  had some strong points and you know  i believe you you did a good job  what do you think you exchange that particularly ,94.24083769633508,96.8586387434555,97.38219895287958,96.12403100775194,83.33333333333334,91.66666666666666,97.22222222222221,94.44444444444444
so you re ready to take on the promotion to manager  which is an additional responsibility  what do you think that you ve done to deserve this promotion  can you please elaborate a little bit more ,so you are ready to take on the promotion to manager which is an additional responsibility what do you think that you have done to deserve this promotion can you please elaborate a little bit more  ,so you are ready to take on the promotion to manager which is an additional responsibility  what do you think that you have done to deserve this promotion  can you please elaborate a little bit more ,so you are ready to take on the promotion to manager  which is an additional responsibility ,so you are ready to take on the promotion to manager  which is an additional responsibility  what do you think that you have done to deserve this promotion  can you please elaborate a little bit more ,98.22784810126582,98.98989898989899,62.9757785467128,99.24433249370277,94.44444444444444,94.44444444444444,41.66666666666667,94.44444444444444
hi rose  happy to hear that you feel you re ready for the promotion  this is good news  could you further elaborate and go deeper  why you you think or you believe you re ready for the promotion and if you have any examples of situations you performed as expected ,pyro s happy to hear that you feel  you are ready for the promotion this is good news could you further elaborate and go deeper why you you think or you believe you are ready for the promotion and if you have any examples of situations you have performed as expected  ,pyro s  happy to hear that  you do feel you are ready for the promotion  this is good news  could you further elaborate and go deeper  why you you think or you believe  you are ready for the promotion  and if you have any examples of situations  you are performed as expected ,hi rose  happy to hear that you you feel you are ready for the promotion  this is good news ,kairos happy to hear that you feel you are ready for the promotion  this is good news  could you further elaborate and go deeper  why you you think or you believe you are ready for the promotion and if have any examples of situations  you are performed as expected ,72.93233082706767,70.37037037037037,48.87640449438202,69.18714555765595,92.0,92.0,34.0,90.0
