Filelist,Original Transcription,Google regular Transcription,Google Enhanced Transcriptions,Azure Transcription,AWS Transcriptions,Google_letter_accuracy,Google_Enhanced_letter_accuracy,Azure_letter_accuracy,AWS_letter_accuracy,Google_word_accuracy,Google_Enhanced_word_accuracy,Azure_word_accuracy,AWS_word_accuracy
parul1.wav,You said you did a good job. Can you tell me what specific actions that you feel were manager-level?,You said you did a good job can you tell me what specific actions that you feel her manager level. ,You said you did a good job. Can you tell me what specific actions that you feel were manager level?,"You said you did a good job, can you tell me what specific actions that you feel were manager level?","You said you did a good job, can you tell me what specific actions that you feel will manage your level?",94.47236180904522,99.0,97.0,74.50980392156863,84.21052631578947,94.73684210526315,89.47368421052632,84.21052631578947
parul2.wav,I think it's good to good to hear. I'm glad we have this conversation because you're thinking about a big promoted to a manager as we start working towards a plan to understand how we can help you support that case. It's also important to understand what kind of feedback you get in.,I think it's good to hear. I'm glad we have this conversation because you thinking about a big promotion to manager as we start to understand. ,"I think it's good to hear.I'm glad we are we have this conversation because you're thinking about a big promotion to a manager as we start working towards a plan, to understand how we can help support your case. It's also important to understand what kind of feedback you get in.","I think it's good to hear.I, I'm glad we are. We have this conversation because you're thinking about a big promotion to manager as we start working towards a plan to understand how we can help support your case. It's also important to understand what kind of feedback you get in.",I think it's good to hear. I'm glad we are. We have this conversation because you're thinking about a big promotion to a manager as we start working towards a plan to understand how we can help support your case. It's also important to understand what kind of feedback you get in.,65.72769953051643,64.41281138790036,58.96980461811723,64.65364120781527,43.39622641509434,86.79245283018868,86.79245283018868,90.56603773584906
parul3.wav,"Hi Rose, I'm glad we have a chance to talk. I understand that you feel that. You did a real good job on the client project and I'd like to hear a little bit more about your contributions. And and and just how you feel that that you did a good job with the client. Just you know, any feedback that you can give me about some things you heard may also, you know, I'd like to talk to you a little bit more about why you believe that you're ready for promotion. I think it's important to kind of understand where you're at from your perspective so I can give you a mind perspective as well.",Hi rose i'm glad we have a chance to talk. I understand that you feel that. You did not have a good job on the pipeline project. ,"Hi Rose. I'm glad we have a chance to talk.I understand that you feel that?You did not have a grill, good job on the client project and I'd like to hear a little bit more about your contributions and and and and and just how you feel that you did a good job with the client just you know any feedback that you give me about some things you all heard may also, you know, I'd like to talk to you a little bit more about why you believe that, you're ready for the promotion. I think it's important to kind of understand Where you are from your perspective so I can give you a mind perspective as well.","Hi Rose, I'm glad we have a chance to talk.I understand that you feel that.You did not have a grill. Good job on the client project and I'd like to hear a little bit more about your contributions.","Hi Rose. I'm glad we have a chance to talk. I understand that you feel that you did not have a real good job on the client project. And I'd like to hear a little bit more about your contributions. Mm And and and and and just how you feel that you did a good job with the client. Just, you know, any feedback that you give me about. Some things you all heard may also, you know, I'd like to talk to you a little bit more about why you believe that you're ready for the promotion. I think it's important to kind of understand where you are from your perspective so I can give you a mind perspective as well.",32.16783216783217,85.13513513513513,46.547314578005114,92.02350965575147,18.803418803418804,88.88888888888889,27.350427350427353,93.16239316239316
srilakshmi1.mp4.wav,"Hey Rose, happy to talk to you today. So you said you think you're ready to promote to manager. You also say that that you think the client was happy with you working your deliverables wage. Can you elaborate a little bit further on why you think you're ready to promote to manager this year?",Who's happy to talk to you today. So you said you think you are ready to promote to manager. You also said that that you think the client was happy with you working you would deliver will space. Can you elaborate a little bit further on why you think you are ready to promote a manager this year. ,"Heroes. Happy to talk to you today.So you said, you think you are ready to promote to manager?You also say that that you think the client was happy with you, working your deliverables wage.Can you elaborate a little bit further on why you think you're ready to promote to manager this year?",Heroes happy to talk to you today.So you said you think you are ready to promote to manager?You also say that that you think the client was happy with you working your deliverable swish.Can you elaborate a little bit further on why you think you are ready to promote to manager this year?,Heroes happy to talk to you today. So you said you think you are ready to promote to manager? You also say that that you think the client was happy with you working your deliverable stage. Can you elaborate a little bit further on why you think you're ready to promote to manager this year?,58.40407470288624,20.962199312714777,34.48275862068966,33.67697594501718,74.54545454545455,80.0,74.54545454545455,85.45454545454545
srilakshmi2.mp4.wav,"Thank you so much for this conversation. So to be clear you're looking for promotion and you feel like you've done the right work and the client is happy with your work home. It's important for us to focus over the next few weeks on how we're going to get you there. And also if you're ready for this change, it's going to be a tremendous amount of work. How are you prepared for the future?",Thank you so much for this conversation. Error:To be clear you are looking for promotion and you feel like you have done that right work on the client is happy with your welcome. It's important for us to focus forward the next. Few weeks on how we're going to get you this. And also if you are ready for this change. It's going to be a tremendous amount of work. How are you prepared for the future. ,"Thank you so much for this conversation.so,To be clear. You are looking for promotion and you feel like you have done the right work on the client is happy with your work home.It's important for us to focus over the next.Few weeks on how we are going to get you there.and also, if you are ready for this change,It's going to be a tremendous amount of work.How are you prepared for the future?","Thank you so much for this conversation.So.To be clear, you are looking for promotion and you feel like you have done the right work on the client is happy with your work home.It's important for us to focus forward the next.Few weeks on how we are going to get you there.And also if you are ready for this change.It's going to be a tremendous amount of work.How are you prepared for the future?","Thank you so much for this conversation. So to be clear, you are looking for promotion and you feel like you have done the right work and the client is happy with your work home. It's important for us to focus forward the next few weeks on how we are going to get you there. And also, if you are ready for this change, it's going to be a tremendous amount of work. How are you prepared for the future?",35.65107458912769,33.205619412515965,33.63057324840764,23.98989898989899,76.31578947368422,73.68421052631578,71.05263157894737,89.47368421052632
srilakshmi3.mp4.wav,Rose I understand that you did you succeeded in this this implementation the I want to question you to understand a little bit more about why you think you're ready for a promotion and what you think goes into that?,I understand that you did you succeeded in this this implementation. I want to question you to understand a little bit more about. Why you think you are ready for your promotion. And what you think goes into that. ,"I understand that you did you succeeded in this? This implementation.the, I want to question you to understand a little bit more aboutWhy you think you are ready for your promotion?And what you think goes into that?","Truth, I understand that you did. You succeeded in this this implementation.The I want to question do to understand a little bit more about.Why you think you are ready for their promotion?And what you think goes into that.",Truth I understand that you did. You succeeded in this this implementation that I want to question you to understand you a little bit more about why you think you are ready for your promotion and what you think goes into that.,72.72727272727273,72.09302325581395,70.48054919908466,92.97052154195012,77.5,70.0,65.0,80.0
suzanne1.wav,"Hi Rose. Thank you for bringing this to my attention. So if I'm hearing you right based on your performance on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work, you believe that you are up for promotion this year. Can you tell me a little bit more about the other projects you've been working on in your performance with those?",Hi rose. Thank you for bringing this to my attention. So if i'm hearing you right. Based on your performance on our last engagement. Based on your belief that the client was satisfied with your deliverables and with your work. You believe that you were up for promotion this year. Can you tell me a little bit more about the other projects that you've been working on in your performance. With those. ,"Hi Rose.Thank you for bringing this to my attention.So, if I'm hearing you, right?Based on your performance on our last engagement.And based on your belief that the client was satisfied with your deliverables and with your work.You believe that you are up for promotion this year?Can you tell me a little bit more about the other projects that you've been working on in your performance?With those.",Hi rose.Thank you for bringing this to my attention.So if I'm hearing you right?Based on your performance on our last engagement.And based on your belief that the client was satisfied with your deliverables and with your work.You believe that you were up for a promotion this year?Can you tell me a little bit more about the other projects that you've been working on in your performance?With those,"Hi Rose thank you for bringing this to my attention. So if I'm hearing you right, based on your performance, on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work, you believe that you were up for promotion this year. Can you tell me a little bit more about the other projects that you've been working on in your performance with those?",43.969849246231156,92.55989911727617,86.2547288776797,98.11794228356337,86.11111111111111,77.77777777777779,76.38888888888889,97.22222222222221
suzanne10.wav,So you think you're ready for promotion? Can you tell me why you think that is?,So you think you're ready for promotion. Can you tell me why you think that is. ,"So, you think you're ready for a promotion?Can you tell me why you think that is?",So you think you're ready for promotion?Can you tell me why you think that is?,"So you think you're ready for promotion, Can you tell me why you think that is?",96.85534591194968,97.5,99.36305732484077,98.73417721518987,75.0,87.5,87.5,87.5
suzanne11.wav,Do you think you're ready for promotion?,Do you think you're ready for promotion. ,Do you think you're ready for a promotion?,Do you think you're ready for a promotion?,Do You think You're ready for promotion?,96.29629629629629,97.5609756097561,97.5609756097561,95.0,71.42857142857143,100.0,100.0,71.42857142857143
suzanne12.wav,Is all red violets are blue. I'm bored of this. How about you?,Is all red violets are blue. I'm bored of this. How about you. ,"He's all red, violets are blue.I'm bored of this.How about you?","He's all red, violets are blue.I'm bored of this.How about you?","It's all red violets are blue, I'm bored of this, How about you?",97.6,94.39999999999999,94.39999999999999,95.23809523809523,84.61538461538461,61.53846153846154,61.53846153846154,92.3076923076923
suzanne2.wav,Thanks for sharing all of this information with me. Can you help me understand? What areas that you think the client was really particularly happy with and what deliverables do you think you excelled in? I'd like understand how these reflect your promotion to (your) manager.,Thanks for sharing all of this information with me. Can you help me understand. What areas do you think the client was really particularly happy with. And what deliverables do you think you excelled in. About to understand how these reflect your promotion. Your manager. ,Thanks for sharing all of this information with me.Can you help me understand?What areas do you think the client was really particularly happy with?And what deliverables do you think you excelled in?I'd like to understand how these reflect your promotion.To your manager.,Thanks for sharing all of this information with me.Can you help me understand?What areas do you think the client was really particularly happy with?And what deliverables do you think you excelled in?I'd like to understand how these reflect your promotion.To your manager.,"Yeah, thanks for sharing all of this information with me. Can you help me understand what areas do you think the client was really particularly happy with? And what deliverables do you think you excelled in? I'd like to understand how these reflect your promotion to your manager.",74.72527472527473,57.509157509157504,57.509157509157504,53.333333333333336,78.26086956521739,71.73913043478261,71.73913043478261,80.43478260869566
suzanne3.wav,"Well Rose, thanks for sharing that with me. So I understand that you feel like you've done a great job on the client site. And you feel like you're ready for that next step. Can you share a little bit more with me as to why you feel like you're ready?",Melrose thanks for sharing that with me. But i understand you feel. You did a great job on the client site. And you feel like you're ready for that next step. Can you share a little bit more with me as to why you feel like you're ready. ,"Well Rose, thanks for sharing that with me.I understand that you feel.Did a great job on the client site.And you feel like you're ready for that next step.Can you share a little bit more with me as to why you feel like you're ready?","Well Rose, thanks for sharing that with me.Well, I understand that you feel.You've done a great job on the client site.And you feel like you're ready for that next step.Can you share a little bit more with me as to why you feel like you're ready?","Well, Rose, thanks for sharing that with me. Well, I understand that you feel you've done a great job on the client site and you feel you're ready for that next step? Can you share a little bit more with me as to why you feel like you're ready?",33.19672131147541,44.72049689440994,96.17706237424547,57.37373737373738,80.3921568627451,78.43137254901961,82.35294117647058,90.19607843137256
suzanne4.wav,Thanks for letting me know. Can you provide some additional information?,For letting me know. Can you provide some additional information. ,Thanks for letting me know.Can you provide some additional information?,Thanks for letting me know.Can you provide some additional information?,"Thanks for letting me know, can you provide some additional information?",91.30434782608695,99.3006993006993,99.3006993006993,97.22222222222221,63.63636363636363,81.81818181818183,81.81818181818183,90.9090909090909
suzanne5.wav,Rose I think you've done good work. There are a couple of Milestones that you need to match to get to the next level.,Rose i think you've done good work. There are a couple of milestones that you need to match to get to the next level. ,Rose. I think you've done good work.There are a couple of Milestones that you need to match to get to the next level.,"Rose, I think you've done good work.There are a couple of milestones that you need to match to get to the next level.","Rose, I think you've done good work. There are a couple of milestones that you need to match to get to the next level.",97.87234042553192,99.14529914529915,98.29059829059828,98.72340425531915,91.66666666666666,91.66666666666666,87.5,95.83333333333334
suzanne6.wav,Hey Rose.,Hey rose. ,Hey Rose.,Hey rose.,Hey Rose.,84.21052631578947,100.0,88.88888888888889,100.0,50.0,100.0,50.0,100.0
suzanne7.wav,Hi Rose. Thanks so much for meeting with me today. It's great to hear that you're doing a good job (for) the client and that they're happy with your work. It definitely sounds like you're ready to consider a promotion to manager. Can you elaborate a little bit more about what that means for you? Please elaborate on the qualities and skills and capabilities that you have that demonstrate your Readiness for promotion.,Hi rose. Thanks so much for meeting with me today. It's great to hear that you're doing a good job for the client and if they're happy with your work. It definitely sounds like you're ready to consider promotion to manager. Can you elaborate a little bit more about what that means for you. Please elaborate on the qualities and skills and capabilities that you have. That demonstrate your readiness for promotion. ,"Hi Rose.Thanks so much for meeting with me today.It's great to hear that. You're doing a good job for the client and that they're happy with your work.It definitely sounds like you're ready to consider a promotion to manager.Can you elaborate a little bit more about what that means for you?Please, elaborate on the qualities and skills and capabilities that you have.That demonstrate your Readiness for promotion.",Hi rose.Thanks so much for meeting with me today.It's great to hear that you're doing a good job for the client and that they're happy with your work.It definitely sounds like you're ready to consider a promotion to manager.Can you elaborate a little bit more about what that means for you?Please elaborate on the qualities and skills and capabilities that you have.That demonstrate your readiness for promotion.,Hi Rose thanks so much for meeting with me today. It's great to hear that you're doing a good job for the client and that they're happy with your work. It definitely sounds like you're ready to consider a promotion to manager. Can you elaborate a little bit more about what that means for you? Please elaborate on the qualities and skills and capabilities that you have that demonstrate your readiness for promotion.,91.60671462829735,97.95918367346938,92.17809867629362,78.32335329341318,87.67123287671232,79.45205479452055,79.45205479452055,94.52054794520548
suzanne8.wav,"Interesting, tell me more about why you are expecting to get promoted.",Interesting. Tell me more about why you are expecting to get promoted. ,Interesting.Tell me more about why you are expecting to get promoted.,Interesting.Tell me more about why you are expecting to get promoted.,Interesting Tell me more about why you are expecting to get promoted.,96.45390070921985,96.40287769784173,96.40287769784173,97.84172661870504,91.66666666666666,83.33333333333334,83.33333333333334,91.66666666666666
suzanne9.wav,Thanks for sharing this with me Rose. So you think you’re ready to be a manager. Tell me. Why do you think that is?,Thanks for sharing this with me rose. So you think you're ready to be a manager. Tell me. What do you think that is. ,Thanks for sharing this with me Rose.So you think you're ready to be a manager?Tell me.What do you think that is?,"Thanks for sharing this with me, rose.So you think you're ready to be a manager?Tell me.Why do you think that is?","Thanks for sharing this with me, Rose, So you think you're ready to be a manager? Tell me why do you think that is?",95.6896551724138,95.6140350877193,95.6140350877193,95.65217391304348,75.0,66.66666666666666,66.66666666666666,83.33333333333334
Tushar130.wav,"Rose we've enjoyed having you on the team and understand you, you know had some strong points and you know believe you you did a good job. What do you think you exchange that particularly?",Cruise we have enjoyed and having you on the team and understand you. You know. Had some strong points and you know believe you. Qt. good job. What do you think you exchanged that particularly. ,"Rose. We have enjoyed and having you on the team and understand youYou know.Had some strong points and, you know, believe you.You did a good job.What do you think you exchange that particularly?","Rose, we have enjoyed and having you on the team and understand you.You know?Had some strong points and you know, believe you.You did a good job.What do you think you exchange that particularly?","Rules we have enjoyed and having you on the team and understand you, you know, had some strong points and you know, I believe you you did a good job. What do you think you exchange that particularly?",90.0523560209424,93.19371727748691,93.717277486911,95.60723514211887,71.42857142857143,74.28571428571429,74.28571428571429,94.28571428571428
Tushar80.wav,"So you're ready to take on the promotion to manager, which is an additional responsibility. What do you think that you've done to deserve this promotion? Can you please elaborate a little bit more?",So you are ready to take on the promotion to manager which is an additional responsibility what do you think that you have done to deserve this promotion can you please elaborate a little bit more. ,So you are ready to take on the promotion to manager which is an additional responsibility. What do you think that you have done to deserve this promotion? Can you please elaborate a little bit more?,"So you are ready to take on the promotion to manager, which is an additional responsibility.","So you are ready to take on the promotion to manager, which is an additional responsibility. What do you think that you have done to deserve this promotion? Can you please elaborate a little bit more?",95.69620253164557,97.97979797979798,62.28373702422145,98.2367758186398,70.58823529411765,88.23529411764706,38.23529411764706,88.23529411764706
Tushar99.wav,"Hi Rose, happy to hear that you feel you're ready for the promotion. This is good news. Could you further elaborate and go deeper? Why you you think or you believe you're ready for the promotion and if you have any examples of situations you performed as expected.",Pyro's happy to hear that you feel. You are ready for the promotion this is good news could you further elaborate and go deeper why you you think or you believe you are ready for the promotion and if you have any examples of situations you have performed as expected. ,"Pyro's. Happy to hear that. You do feel.You are ready for the promotion. This is good news. Could you further elaborate and go deeper, why you you think or you believe, you are ready for the promotion? And if you have any examples of situations, you are performed as expected.","Hi Rose, happy to hear that you you feel.You are ready for the promotion. This is good news.","Kairos happy to hear that you feel you are ready for the promotion. This is good news. Could you further elaborate and go deeper? Why you you think or you believe you are ready for the promotion and if have any examples of situations, you are performed as expected.",7.894736842105263,21.85185185185185,47.19101123595505,1.1342155009451798,79.16666666666666,72.91666666666666,29.166666666666668,85.41666666666666
